star_id,ra,dec,teff,logg,fe_h,snr,chi2,vbroad,rv_scatter,rv,fiber,field_id,survey,n_elements,z_max,z_max_signed,element_max,family_max,z_second,element_second,n_discrepant,n_active,n_active_same_sign,n_quiet,z_rest_rms,z_background_rms,contrast,family_mean_z,n_family_active,n_family_siblings,classification,reason,n_elements_all,z_C_excluded,z_N_excluded,n_used,chi2_reduced,chi2_leave_one_out,z_sum_abs,z_C,z_N,z_O,z_Na,z_Mg,z_Al,z_Si,z_K,z_Ca,z_Ti,z_TiII,z_V,z_Cr,z_Mn,z_Co,z_Ni,z_Ce,pass_snr,pass_chi2,pass_ruwe,pass_rv_scatter,pass_vbroad,pass_metallicity,cool_star_caveat,pass_population,pass_n_elements,pass_pipeline_flags,element_caveat,caveated_element,resolution_trusted,resolution_note,needs_high_resolution_confirmation,vet_pass,vet_reasons,vet_untested,element_flag_rate,pass_element_rate,field_flag_ratio,pass_field_rate,pass_rv_window,rv_window_reason,rv_window_untested,pass_fiber_window,fiber_window_reason,fiber_window_untested,rv_flag_ratio,pass_rv_rate,fiber_flag_ratio,pass_fiber_rate,rvscatter_flag_ratio,pass_rvscatter_rate
2M16444680-1852051,251.195033,-18.868095,5159.816,4.5333176,-0.20808,111.4826,1.9570864,22.919231,5.719048,70.67533,176.59015,000+17,APOGEE,12,17.5423384246727,-17.5423384246727,Cr,fe_peak,2.5394736059595266,Mg,1,3,1,9,1.3769937763923217,1.3769937763923217,12.739591656422041,0.7596682274308398,0,3,SPARSE,single-element excursion with a quiet background,12,1.1793462252526514,,12,27.382572322350274,1.8961118602231872,30.110773125018085,1.1793462252526514,,-0.724862555482811,-2.1750717695488517,2.5394736059595266,-0.05667281436147029,1.6367261285380772,0.683247254155013,-1.280755604151586,-1.192620285855525,,0.19438552294975656,-17.5423384246727,1.6463575856036734,,0.4382615737390895,,True,True,True,False,False,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,RV scatter > 1.0 km/s (spectroscopic binary); line broadening > 15.0 km/s,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.35457831294129216,True,False,"Cr over-dense in rv [58, 78]: 2.5x other elements, p=1.7e-05 — instrumental (telluric / bad-pixel) footprint, not a stellar anomaly",False,True,,False,1.039953572243627,True,0.961505546188379,True,2.3917659268614138,True
2M06464143-6704372,101.67268,-67.076998,5089.001,4.530739,0.14264,52.38997,3.2461605,1.5007212,0.22429292,5.304484,261.0227,LMC33,APOGEE,12,17.21760472693444,-17.21760472693444,K,odd_z,5.185608713161904,O,2,4,1,8,2.101854639013379,1.4732679468766712,11.686675708540168,0.9863208028339399,0,2,SPARSE,single-element excursion with a quiet background,12,1.779537327045632,-0.5365327037365482,12,28.753469557659816,4.417792923542061,34.4122190171792,1.779537327045632,-0.5365327037365482,-5.185608713161904,0.723690159709472,0.7978601412135279,1.2489514459584077,2.564405407100483,-17.21760472693444,-0.1564937989199756,0.1656982622834166,,-1.2437240664053029,-2.7745411086355407,-0.7257952881276528,,1.6078458987290758,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,1.2641487678776502,True,True,,False,True,,False,0.8643700222392848,True,1.0270447903605475,True,1.1583326202468796,True
2M23432248+2924547,355.843669,29.415199,5848.678,4.0942783,-0.20733,226.17462,2.809765,3.3447218,0.05716975,-34.17046,133.0277,105-30,APOGEE,12,17.042849048679155,-17.042849048679155,Cr,fe_peak,4.21253675850706,Na,1,2,1,10,1.5452461765502796,1.5452461765502796,11.0292128900308,0.4891333020034614,0,3,SPARSE,single-element excursion with a quiet background,12,1.0956086107628404,,12,26.393695575303322,2.387785746143258,29.607255147798284,1.0956086107628404,,1.2718654588357994,-4.21253675850706,-0.9896841784570994,-0.814857314291059,0.1553280135762906,-1.2867249206257243,-1.123039258268608,-1.2429702905471012,,0.6491303722013128,-17.042849048679155,0.5011549213022933,,0.317114612506778,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.6857410769147632,True,True,,False,True,,False,1.1469770103646475,True,0.9718409489195766,True,0.7102742880195151,True
2M07124155-7407284,108.173151,-74.124557,5025.071,4.578394,-0.27949,204.01212,5.6376743,1.5062256,0.06500564,-9.068212,53.249744,LMC23,APOGEE,12,16.901180377567606,-16.901180377567606,Ca,alpha,3.2959131038800322,V,1,3,2,9,1.5430033064345836,1.5430033064345836,10.953431082802505,1.289283833296965,0,4,SPARSE,single-element excursion with a quiet background,12,0.4757877098226075,,12,25.986612449618736,2.3808592036680576,30.579445541381908,0.4757877098226075,,1.9132474822382586,-0.41113134993568556,1.4512914241968529,0.45253754542792285,1.1210735032250962,0.5377975749076401,-16.901180377567606,0.6715229235276521,,-3.2959131038800322,-2.187359950942011,0.0883250034178117,,1.548065302115337,,True,False,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,fit chi2 > 4.0,ruwe(no ruwe); pipeline_flags(no flags),0.0068416133648763105,True,3.4361861963219766,True,True,,False,True,,False,0.9724902438116658,True,1.009821386425746,True,0.7102742880195151,True
2M16023724-1905588,240.655208,-19.099669,5462.398,4.437648,-0.076145,101.403656,1.9502487,1.5090374,0.0,-55.964417,107.0,353+25-O,APOGEE,12,16.815562977573816,-16.815562977573816,K,odd_z,1.9519304346850568,Ti,1,1,0,11,1.0163935408420264,1.0163935408420264,16.544342621110168,0.6571950282706078,0,2,SPARSE,single-element excursion with a quiet background,12,-1.3181297263685299,,12,24.510564365105875,1.0330558298653918,26.373585933372063,-1.3181297263685299,,-0.030218014548759727,-0.987146839385406,0.770219388384896,-0.32724321715580956,1.0673698029739958,-16.815562977573816,0.6116772516950418,-1.9519304346850568,,1.1373446403013157,-1.1517228251029574,0.220999546680384,,1.3021509948846228,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,2.012913807312874,True,True,,False,False,"K over-dense in fiber [101, 121]: 2.6x other elements, p=3.8e-09 — instrumental (telluric / bad-pixel) footprint, not a stellar anomaly",False,1.3225358158642941,True,1.0859894589918033,True,0.9699869228940808,True
2M21384922-1612527,324.705113,-16.214653,5024.3994,4.5681973,-0.21746,82.76398,1.9321908,15.892785,0.5198555,-37.256794,105.4959,037-43,APOGEE,12,16.632567817119998,-16.632567817119998,Cr,fe_peak,5.919350835466204,Na,2,4,2,8,2.3125513344059616,1.542339654666127,10.783985075401876,1.3457870523079292,1,3,SPARSE,single-element excursion with a quiet background,12,-0.26638820813996694,,12,27.955761883998893,5.347893674262794,35.60392549781615,-0.26638820813996694,,0.7064818434184592,-5.919350835466204,0.6414802412036581,0.3902999545384846,1.637443395625544,-1.0463195279950188,-3.106032334609813,-1.48658839091518,,-1.2577602395708465,-16.632567817119998,-0.4824059006693112,,-2.29719501668363,,True,True,True,True,False,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,line broadening > 15.0 km/s,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.044144976782921,True,True,,False,True,,False,1.1469770103646475,True,1.0859894589918033,True,2.3917659268614138,True
2M15092672+3621198,227.36137,36.355503,5075.2256,4.517639,-0.18631,82.27018,2.2440886,1.7991195,0.08377241,14.050073,56.14258,060+60,APOGEE,12,15.506195913016397,-15.506195913016397,Cr,fe_peak,3.784089676017057,O,1,3,1,9,1.5988873120156433,1.5988873120156433,9.69811680691146,0.5720781303482317,0,3,SPARSE,single-element excursion with a quiet background,12,1.3638901406489232,,12,22.38024655788476,2.556440636524609,28.691667603107742,1.3638901406489232,,-3.784089676017057,0.29108496704021836,2.7914160768963865,0.614704092951554,0.6466076406493072,0.6704064755139367,1.4755325550027738,-1.195395814975416,,0.7561753984046566,-15.506195913016397,0.3376472558013546,,-0.6224117368386842,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.672480007059369,True,True,,False,True,,False,0.8070141552049688,True,1.009821386425746,True,0.7599836572560427,True
2M09321708+4834179,143.071199,48.571663,5390.2656,4.536242,-0.39144,98.23999,2.584104,1.500341,0.10237887,-34.453888,97.00001,168+46_MGA,APOGEE,12,15.377649047569234,-15.377649047569234,K,odd_z,2.125943427254609,Ti,1,2,1,10,0.9889454185902488,0.9889454185902488,15.377649047569234,0.8164024210035915,0,2,SPARSE,single-element excursion with a quiet background,12,2.1454814735461,,12,20.602519473388668,0.9780130409506422,23.791323830998373,2.1454814735461,,-1.3254923320266632,-1.349073557406856,0.1098875976938731,0.2837312846003271,-0.2544320239548991,-15.377649047569234,1.0489459860713342,-2.125943427254609,,0.11686059181046893,-1.0485075521155578,0.3079412701760977,,0.4428591603184535,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,1.038407916470927,True,True,,False,False,"K over-dense in fiber [91, 111]: 3.1x other elements, p=5.3e-13 — instrumental (telluric / bad-pixel) footprint, not a stellar anomaly",False,1.1469770103646475,True,1.057866698793587,True,0.7802834024300408,True
2M22091150-0103466,332.297927,-1.062952,5504.596,4.5065885,0.0071196994,138.07967,5.1413836,1.5180987,0.0116185695,-32.30667,26.0,062-43_MGA,APOGEE,12,14.962509499597342,-14.962509499597342,Cr,fe_peak,1.2878374277373072,V,1,1,0,11,0.6194987943033333,0.6194987943033333,14.962509499597342,0.8753765131891983,0,3,SPARSE,single-element excursion with a quiet background,12,0.3078740881176671,,12,19.008188070259735,0.3837787561432837,19.698310096573135,0.3078740881176671,,0.3202211962399443,-0.36480266047145676,0.036068371854173054,-1.04839569248343,-0.03360813457105545,0.08999292469360436,0.09483650762713065,-0.12174556946740141,,-1.2878374277373072,-14.962509499597342,-0.2828644501797887,,-1.0554276616504987,,True,False,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,fit chi2 > 4.0,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.2227981072461382,True,True,,False,True,,False,1.1469770103646475,True,0.8919082050120557,True,0.9699869228940808,True
2M08494541+1138484,132.439247,11.646797,5078.3486,4.5245523,-0.0060568005,209.6173,25.153591,1.5142236,0.079233624,35.00412,286.55402,M67-S,APOGEE,12,14.960825605725628,-14.960825605725628,Ni,fe_peak,2.046261172209484,V,1,2,0,10,1.1370562324602644,1.1370562324602644,13.15750723546423,1.0725281535502937,1,3,SPARSE,single-element excursion with a quiet background,12,0.1530935459747981,,12,19.837347369873303,1.2928968757767307,25.84350013283506,0.1530935459747981,,0.22550933492503025,1.0880888527512718,0.44879283775823403,-1.5749771093718026,1.7301696257610024,-0.7724990787760038,-0.6158299811416202,-1.209223245973585,,2.046261172209484,-0.5959772355668562,0.5753460528745408,,-14.960825605725628,,True,False,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,fit chi2 > 4.0,ruwe(no ruwe); pipeline_flags(no flags),0.0043856128547347835,True,1.8275979329888317,True,True,,False,True,,False,0.8897521995083173,True,1.0743216829542488,True,0.7599836572560427,True
2M10074949+0457070,151.956229,4.951964,5742.392,4.430498,-0.56182,131.27977,2.388581,1.5859153,0.026842244,8.7316265,65.0,234+44_MGA,APOGEE,12,14.91198728054676,-14.91198728054676,K,odd_z,2.1109936588698353,Cr,1,2,0,10,1.3205866038209748,1.3205866038209748,11.29194195776372,1.2609142721379136,0,2,SPARSE,single-element excursion with a quiet background,12,0.7906687942991929,0.6947494305036195,12,20.129233617941164,1.7439489781914161,27.352580511362753,0.7906687942991929,0.6947494305036195,-1.4335695327310944,0.6206195807191269,-0.2891430279381851,-1.9012089635567002,0.6314224527918533,-14.91198728054676,-0.3874286764655871,-1.8180684805937508,,0.23969965863178977,2.1109936588698353,1.2288311244164711,,1.7796080741016016,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,0.6186259927911906,True,True,,False,True,,False,0.8643700222392848,True,0.9934335601271429,True,0.7510068636765482,True
2M23441791-1058101,356.074657,-10.969497,5497.0483,4.4919233,-0.23255,87.92241,2.3037746,1.5353239,0.15743412,35.377502,19.45826,SGRT-2,APOGEE,12,14.883772869959659,-14.883772869959659,Cr,fe_peak,3.7707522815854664,Na,1,3,2,9,1.610006866715924,1.610006866715924,9.244539993993586,1.2686327487475755,0,3,SPARSE,single-element excursion with a quiet background,12,-1.277084839587021,0.1664911344925923,12,20.836669838678656,2.592122110872427,28.785999534624985,-1.277084839587021,0.1664911344925923,0.06177191566769538,-3.7707522815854664,0.5673809178303979,-1.6867343908239334,1.1700752290960426,-2.1360926090958077,-0.5248630055984668,-0.1786580687247898,,-1.4622044760618076,-14.883772869959659,-1.1789510842487876,,1.1647426859321313,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.9086069269120611,True,True,,False,False,"Cr over-dense in fiber [1, 21]: 2.5x other elements, p=1.1e-09 — instrumental (telluric / bad-pixel) footprint, not a stellar anomaly",False,0.8897521995083173,True,0.8919082050120557,True,0.8541859866311636,True
2M08175682+5132510,124.486768,51.547516,5940.386,4.195303,-0.73423,111.20814,1.6648687,1.5100801,0.13186419,6.3060055,31.0,167+34_MGA,APOGEE,12,14.794240720678438,-14.794240720678438,Mn,fe_peak,1.4356963844303168,V,1,1,0,11,0.6613375763956125,0.6613375763956125,14.794240720678438,1.0112624980715723,0,3,SPARSE,single-element excursion with a quiet background,12,-0.9050338990521167,,12,18.640049982571764,0.43736738995282265,20.47177748334996,-0.9050338990521167,,0.11605461229643757,0.13566365197850044,-0.4710558838115396,-0.6844825957029146,-0.28396678004519704,0.08557821885142335,0.6639062924834419,0.20304123328734855,,1.4356963844303168,-0.49852255801281764,-14.794240720678438,,-1.0995685517715825,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.0077925415325079735,True,1.071199745412114,True,True,,False,True,,False,0.8643700222392848,True,0.8919082050120557,True,0.8541859866311636,True
2M00295900-1420258,7.495841,-14.340517,5440.0874,4.5369844,-0.44486,103.36981,2.0584958,1.5132476,0.092108265,-39.553856,208.69208,sgr_tidal13,APOGEE,12,14.76793249414175,-14.76793249414175,Cr,fe_peak,3.06002037010426,Na,1,3,2,9,1.393221916450662,1.393221916450662,10.599842221664279,0.9275093409823714,0,3,SPARSE,single-element excursion with a quiet background,12,2.19023486102576,,12,19.953630878732564,1.9410673084784555,25.614155062728578,2.19023486102576,,0.8368633106055714,-3.06002037010426,0.021770947223556762,0.12056931655783683,-0.07603320018581068,-0.07145749562098051,-1.8006658464052996,-2.076314058936396,,0.521929963211038,-14.76793249414175,-1.7939017459704345,,0.4666963137656415,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.5125941904663216,True,True,,False,True,,False,1.1469770103646475,True,0.9037540223904224,True,0.7599836572560427,True
