source_id,ra,dec,dist_pc,teff,logg,mass,atmosphere,pwd,Gmag,bp_rp,Jmag,Hmag,Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,sed_anchor,chi_W1,chi_W2,chi_color,w1_w2_obs,W1_excess_jy,W2_excess_jy,t_ring_k,t_ring_lo_k,t_ring_hi_k,tau_ring,tau_lo,tau_hi,ring_fit_chi2,n_excess_bands,ring_radius_au,l_wd_w,shape_class,registration_arcsec,chance_superposition_p,gate_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2,known_disk,comovement_sigma,comovement_ok,blend_verdict,n_beam_neighbours,neighbour_over_excess,simbad_id,simbad_otype,followup_verdict,followup_reason
1837948790953103232,315.1447206284,21.38263987969,88.07934187115754,25031.3,8.028522,0.650923,H,0.999511,15.1724,-0.3400999999999996,15.789,15.545,14.904,13.988,0.027,13.276,0.029,12.432,,nir,32.304865618102724,33.93840905988196,10.641849302286268,0.7119999,0.0006515728653409542,0.0007674678354680221,1087.6332928807794,1045.207952205595,1134.7094459362522,0.00468725013352353,0.004574665562071936,0.00481938232776448,0.1455793942100172,3.0,0.01592254954211115,2.263015903098075e+25,debris_disk,0.025718408765651617,0.0001951842271867843,,surviving,False,0.003748378059098235,0.00044704134295782367,0.000285057404243387,False,3.3635248930094885,False,untested,0,0.0,GALEX J210034.6+212257,WD*,rejected,background_source_no_comovement
2798132572998105984,1.94844393177,19.85674965791,87.23034918308778,11186.94,7.738593,0.46775,H,0.994251,16.2047,0.041600000000002524,15.678,15.269,14.94,14.631,0.031,14.344,0.049,,,nir,16.710813687553966,13.899444123831271,3.40961870675677,0.2869997,0.00023972911730809563,0.000204976193615956,1645.6176234179013,1432.1337208416119,1989.3510627590526,0.015468801490996015,0.012901054406199637,0.02094674584598537,9.27209606516044e-06,2.0,0.0016443040708074268,1.2647724554043707e+24,debris_disk,0.07677331679528449,0.0009964075356314606,,surviving,False,0.06578179110320133,0.007845307963418386,0.0050025868049367594,False,1.3545785106131885,True,untested,0,0.0,UCAC4 550-000280,WD*,rejected,blend_untested
2833849800205759360,341.41402427123,20.27596521366,157.00312436217482,14491.34,6.929671,0.25761,H,0.993557,15.7005,-0.12829999999999941,15.239,14.914,14.63,14.497,0.029,14.19,0.044,,,nir,14.595635322886075,14.163653598733168,4.014407672875039,0.30700016,0.00023604305466013809,0.00022065417921398751,1430.2843149067076,1266.0784694458218,1664.9473569286429,0.004849895414121108,0.004267541739067383,0.006053826953233972,3.123702867924294e-06,2.0,0.006878997865968941,1.2632004437245371e+25,debris_disk,0.26532329472873606,0.0009087514901923166,,surviving,False,0.02133669708009712,0.002544670139080258,0.001622617406485182,False,0.9018936454765779,True,untested,0,0.0,GALEX J224539.3+201633,WD*,rejected,blend_untested
3373840640873482368,94.1449221034,18.79514825682,290.7061251780575,8294.29,7.761368,0.46448,H,0.939427,19.8955,0.3829999999999991,,,,15.452,0.049,14.727,0.078,11.585,,gaia,21.57838392151373,13.732043156075662,4.74266801008694,0.7249994,0.00019896577621689122,0.00021793982159077933,1129.4892329888457,1016.9713471713486,1234.5925261853072,0.847694412452401,,,12.757817147995297,3.0,0.001862519061450973,3.60132444983678e+23,warm_ambiguous,0.9276553622408198,0.0009229145997252663,,surviving,False,2.5658365455654897,0.30600835802987475,0.19512725073619605,False,1.3993821713777972,True,untested,0,0.0,Gaia DR3 3373840640873482368,WD?,rejected,blend_untested
3394087945636978432,80.46188998444,16.38071927976,73.55591352766805,7305.64,7.117543,0.258342,H,0.759367,16.3326,0.4737999999999971,14.703,14.225,13.783,13.629,0.028,13.371,0.031,,,nir,13.2155816721788,16.165967664751324,3.028569926759242,0.25799942,0.0004784990280027061,0.0004139791216511779,1612.515668059204,1393.4442005922713,1935.6081495760345,0.03072705870300382,0.02498424333311446,0.04115053618696475,8.499885097990045e-07,2.0,0.001109536601732572,5.3092289716636595e+23,debris_disk,0.11190736097412123,0.0004139708717328938,,surviving,False,0.11142601598983459,0.01328895726182943,0.008473747947101607,False,1.8578477851711146,True,untested,0,0.0,SDSS J052150.86+162249.9,WD*,rejected,blend_untested
3810933247769901696,169.80121562342,2.34265043566,38.23974792358169,12156.82,8.033269,0.625683,H,0.998711,14.633,-0.020500000000000185,14.752,14.73,14.611,14.236,0.029,13.759,0.041,11.735,,nir,10.81232314638895,14.751030830856275,6.229063673794654,0.47700024,0.00023773797550294152,0.00032232909790716875,890.0834398114756,804.0142625889348,989.497562456425,0.004912107247874061,0.004724411823759739,0.0053437087998237775,6.000552110837248,3.0,0.005467995948438148,1.1970482832980048e+24,debris_disk,0.5214898375925122,0.0006881263309069796,,surviving,False,0.013356763753505262,0.0015929624791832906,0.001015757841028005,False,2.1727807664614307,True,untested,0,0.0,GD 133,WD*,rejected,blend_untested
3934459045528378368,192.68485709362,15.83241762993,131.8634949100691,8211.4,7.794286,0.480901,H,0.979207,18.199,0.3495000000000026,16.71,16.461,15.755,14.489,0.029,14.074,0.042,,,nir,30.219146691797697,22.59549363248097,5.00116714705488,0.41499996,0.00041095715787387694,0.0003546214481807352,1619.9683067585777,1509.4734674980728,1786.8680584312913,0.14084135635567654,0.12677078944156064,0.16487404926110114,1.8036762412521057e-05,2.0,0.0008693871091007123,3.320357764801454e+23,warm_ambiguous,0.26292968192463567,0.0005023048768898475,,surviving,False,0.5725944766241303,0.06828911058717065,0.043544779266433555,False,2.5324229900378117,True,untested,0,0.0,PM J12507+1549,CV*,rejected,blend_untested
271992414775824640,66.06531294206,52.16958525087,73.04335122895438,22172.09,8.054135,0.659303,H,0.999614,15.0265,-0.301400000000001,15.589,15.755,15.284,14.644,0.032,14.225,0.047,,,nir,19.96815934559787,17.26222044138313,5.467794380633288,0.41899967,0.00027675017653562713,0.0002674015344631186,1365.8956609007814,1248.8596362350504,1537.0059542873032,0.0027038911727644927,0.0024999161724325765,0.003090221711106383,1.0580322168607381e-05,2.0,0.007740343184429022,1.3302183991501571e+25,debris_disk,0.09270570671502483,0.0007147803630889182,,surviving,False,0.004385522075160841,0.0005230287999612113,0.00033351105979373104,False,2.613271693567499,True,untested,0,0.0,KPD 0420+5203,WD*,rejected,blend_untested
1037258898615762048,131.51012618309,57.05784726545,132.17722322089458,15415.64,7.92721,0.572547,H,0.999768,16.7858,-0.16249999999999787,17.102,16.017,14.985,13.441,0.026,12.718,0.025,11.373,,nir,39.518765898831425,42.266687797257376,10.86894403727085,0.7229996,0.0012350648765765723,0.001368918701343813,1134.7094459362522,1089.0396394692789,1182.2944547036188,0.07288559780421434,0.07101606895835547,0.07538994466826121,3.0487575990191544,3.0,0.005847380114937854,3.615711327411567e+24,debris_disk,0.10588343007638802,0.0002425148564904056,,surviving,False,0.05283264690478547,0.006300959255431613,0.004017827697350437,False,0.7576585573698712,True,untested,0,0.0,SBSS 0842+572,WD*,rejected,blend_untested
1641326979142898048,235.43717275348,64.89776678283,55.80699708129405,11607.48,8.035191,0.62556,H,0.997495,15.5759,0.029200000000001225,15.604,15.912,15.429,14.683,0.027,13.86,0.029,12.914,,nir,20.139925853209075,29.1038903056146,11.792791664807066,0.82299995,0.00024335162980949394,0.0003951689889866182,838.4740076934414,805.7676298577082,874.7657716340824,0.01458215596617597,0.01421849558842454,0.015067401580887289,1.5868387442149015,3.0,0.005604574426910458,9.903212876414784e+23,debris_disk,0.01932549467660112,0.0006683483028061543,,surviving,False,0.03438619050765233,0.004100986757841228,0.0026150078923170535,False,0.43126109820689124,True,untested,0,0.0,V* KX Dra,WD*,rejected,blend_untested
493804110990650240,59.83677392317,68.73649657924,217.53790598011705,19218.95,8.054936,0.653562,H,0.999807,17.7355,-0.20429999999999993,,,,15.411,0.043,14.615,0.055,,,gaia,23.195501780324378,19.03437769458631,6.099595789287984,0.7960005,0.00019652895827242375,0.00023643702446618397,1060.003757793441,989.497562456425,1137.2126412834782,0.026473252591325824,,,1.1241990591770445e-05,2.0,0.009605652612197943,7.430461499885142e+24,debris_disk,0.2721117989376899,0.0008729071191578841,,surviving,False,0.06963650567128374,0.0083050312757593,0.005295730909280677,False,1.6593610635303784,True,untested,0,0.0,Gaia DR3 493804110990650240,WD*,rejected,blend_untested
1112171030998592256,109.29248612458,74.0108902904,101.33457637080349,14337.69,7.089481,0.289958,H,0.996489,14.9984,-0.14400000000000013,14.692,14.423,14.148,13.998,0.025,13.759,0.03,,,nir,15.39650611141857,18.01335936242898,3.518403691721015,0.23900032,0.0003631646441337654,0.0003086011095538161,1662.797303844635,1451.8794720527176,1962.2956274333794,0.005528670199379979,0.004537279638873199,0.0074684369369089594,1.2003349638689542e-06,2.0,0.004397580239186625,9.430119745042292e+24,debris_disk,0.10246867209988669,0.0005975938072271259,,surviving,False,0.011906413911888639,0.001419989974613956,0.000905461346230065,False,0.2952553557203929,True,untested,0,0.0,V* HR Cam,WD*,rejected,blend_untested
