source_id,ra,dec,dist_pc,teff,logg,mass,atmosphere,pwd,Gmag,bp_rp,Jmag,Hmag,Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,W4mag,sed_anchor,chi_W1,chi_W2,chi_color,w1_w2_obs,W1_excess_jy,W2_excess_jy,t_ring_k,t_ring_lo_k,t_ring_hi_k,tau_ring,tau_lo,tau_hi,ring_fit_chi2,n_excess_bands,ring_radius_au,l_wd_w,shape_class,registration_arcsec,chance_superposition_p,gate_reason,verdict,ring_candidate,f_min_300K_W2,f_min_500K_W2,f_min_700K_W2
6447070267227304832,298.72556102236,-59.26537715826,333.04469459801504,8861.56,7.654051,0.432041,H,0.952378,19.7867,0.22299999999999898,,,,10.918,0.028,9.787,0.024,9.378,6.653,gaia,38.76217459491859,45.233051988026524,9.273528686284038,1.1310005,0.013284915065750628,0.020899373786695725,1217.5731387699616,1198.5955108278556,1231.8749814139276,58.42006105687307,,,258.1741005009726,4.0,0.0019965224815084383,5.588059986700899e+23,warm_ambiguous,2.13672534693972,2.4187267224196063e-05,wise_quality,rejected,False,2.170335384665126,0.25883985812866367,0.16505009935925458
3690311908759604608,194.74322620438,1.10759782823,53.473648186173854,5324.86,8.143285,0.672331,H,0.9975,18.404,1.0260999999999996,,,,12.488,0.024,12.257,0.025,12.032,,gaia,44.32840881157295,42.67954665316106,1.2454224197408112,0.23099995,0.0030725072678995857,0.00211442878992727,2735.7993444144695,2476.642587555644,3000.0,11.464060392738999,,,0.009228246507973381,3.0,0.00010141540966956687,3.67516870142045e+22,companion,2.26035703120393,0.0005221597896478691,unresolved_companion,rejected,False,0.8507172139569118,0.1014587535751738,0.06469551281443138
5312824727843467520,144.20475519129,-50.88626528132,149.87111084467358,12959.04,8.651094,1.017401,H,0.838642,18.486,0.5991,13.592,12.628,12.278,11.057,0.023,11.053,0.021,10.917,,nir,40.21218856562868,43.851582009375704,0.02677543221712636,0.00399971,0.010202252117889374,0.0056842137690737435,3150.0,3000.0,3000.0,0.15906454600907324,0.13969962612305378,0.14409745802110915,25.835588767359695,3.0,0.0003106208537047906,6.05948687576059e+23,companion,2.5248099179234456,0.00016316703286811673,wise_quality,rejected,False,0.4053058522588191,0.048337832962888794,0.03082278050612311
5279484614703730944,92.8823671728,-69.51681756275,143.1331854290417,16147.13,7.858986,0.537737,H,0.999782,16.7794,-0.17980000000000018,,,,14.129,0.024,13.335,0.024,11.764,,gaia,41.604026491473334,43.70584679185435,6.791455423580873,0.7939997,0.0006480818717330887,0.000772818566385612,1024.5440800929152,1003.1404034899991,1059.6189083110037,0.05197012468812926,,,11.708258090679465,3.0,0.008249513217383318,4.7831241616575605e+24,debris_disk,0.5330472778296005,0.0003800909023836674,wise_quality,rejected,False,0.04683299044401838,0.0055854245790409,0.0035615646230036145
4305659153228546560,287.23508789856,5.87078453002,180.78605777922408,17653.08,7.798112,0.48621,He,0.999418,16.959,-0.17989999999999995,13.874,11.822,10.918,10.376,0.024,10.403,0.024,8.172,5.588,nir,43.19054501101916,43.16014770587449,-0.2306247456408344,-0.026999474,0.020955445792630235,0.011336948796667473,3150.0,3000.0,3000.0,0.21756244886942183,0.19050321184971708,0.19743403605918422,844.8156336525808,4.0,0.0010638558602620038,7.107882038599098e+24,companion,2.0149042521442437,6.609385355349495e-06,wise_quality,rejected,False,0.05027736733731374,0.005996209950141403,0.0038235032857955108
1704514194404061312,247.59225498117,77.44435790345,341.79854393820284,12455.23,7.758025,0.476663,H,0.996003,19.0681,-0.013400000000000745,,,,14.067,0.025,13.63,0.026,,,gaia,43.03082347667508,41.505887221401466,3.6427063373065,0.43700027,0.0007245754161417041,0.0006031433289052843,1723.9172918960119,1619.9683067585777,1832.4387427732995,1.112295597458129,,,7.351552994805388e-05,2.0,0.0018334575038286526,1.893824873355267e+24,warm_ambiguous,2.3335255612578854,0.0002586431077711282,wise_quality,rejected,False,0.6745023568261935,0.08044291015200836,0.051294690119698665
183674589946949760,81.06781040912,35.29003452025,242.29501841442138,7822.98,7.937206,0.557482,H,0.990504,20.0227,0.16499999999999915,16.271,14.835,13.925,12.867,0.027,12.119,0.024,10.297,,nir,36.27511247585591,42.992011939340344,10.572646049074946,0.7479992,0.0020090309797604422,0.0023258466903452865,1063.510164188982,1030.9929869929924,1104.0549313146223,0.2584733382043534,0.25280553733688405,0.26483666775328946,15.759574189637078,3.0,0.0016721704732539841,2.2817081659360656e+23,warm_ambiguous,2.6905350108157426,7.041629960669038e-05,ledger,rejected,False,2.813272135887766,0.3355181718344735,0.213944281991487
5941143327588060032,248.87009258056,-48.082512997,87.39425295392576,4952.12,8.096143,0.63958,H,0.999931,19.7584,1.0248999999999988,15.325,12.058,10.508,9.569,0.026,9.446,0.025,7.722,5.386,nir,41.168533535608624,42.83056153761695,0.4218840565416418,0.123000145,0.045397362471673544,0.028226815046036986,3150.0,3000.0,3000.0,23.752712075483903,20.621728649237003,21.533285145967998,262.0410198862646,4.0,6.813089991911143e-05,2.915163261382016e+22,companion,2.871626279701334,3.606882717277493e-06,wise_quality,rejected,False,2.8647434677526813,0.3416567771079915,0.217858584130448
4069124858877707776,270.17512571001,-23.5440700178,197.97275894836872,14739.28,7.968468,0.593993,H,0.966717,18.2112,0.21010000000000062,13.072,10.675,9.563,8.919,0.025,9.0,0.028,,,nir,42.438407733055044,37.83027517491776,-1.131923024299361,-0.08100033,0.08191540033623082,0.04212258961888318,3150.0,3000.0,3000.0,0.6899376184683962,0.6073713705907171,0.6275989209831268,50.668121999628056,2.0,0.0006737442471895966,2.850787009559729e+24,companion,1.3241888940863942,1.2812640286519184e-06,wise_quality,rejected,False,0.15032422410746293,0.01792805900700955,0.011431886656940742
2061005001188569472,305.66220091857,37.82184947623,115.60159067788774,5965.18,8.132935,0.670071,H,0.995582,19.5952,0.7744,12.659,10.694,9.907,9.418,0.023,9.4,0.022,8.735,7.577,nir,40.91948198095617,42.351256408159834,-0.7721084149737406,0.018000603,0.046782111530231,0.026233666702043877,2764.3752453877432,2510.789656129637,3000.0,1.134517775478326,0.9221957634350462,1.35855034442372,87.87048068399008,4.0,0.00012593690112988178,5.90780840518314e+22,companion,2.351409106356126,1.7653852466326114e-05,unresolved_companion,rejected,False,2.4733415244460035,0.2949771605876096,0.1880931708728375
1037258898615762048,131.51012618309,57.05784726545,132.17722322089458,15415.64,7.92721,0.572547,H,0.999768,16.7858,-0.16249999999999787,17.102,16.017,14.985,13.441,0.026,12.718,0.025,11.373,,nir,39.518765898831425,42.266687797257376,10.86894403727085,0.7229996,0.0012350648765765723,0.001368918701343813,1134.7094459362522,1089.0396394692789,1182.2944547036188,0.07288559780421434,0.07101606895835547,0.07538994466826121,3.0487575990191544,3.0,0.005847380114937854,3.615711327411567e+24,debris_disk,0.10588343007638802,0.0002425148564904056,,surviving,False,0.05283264690478547,0.006300959255431613,0.004017827697350437
2660358032257156736,352.19670801911,5.24721309904,17.52479758858785,11528.0,8.040596,0.628594,H,0.997468,13.0624,0.03020000000000067,,,,11.518,0.024,10.721,0.021,8.961,8.726,gaia,27.512367842138925,42.21757556080379,6.704245228783598,0.79699993,0.005875952578765281,0.007851539934798726,780.3927989395106,773.3370796012148,794.8090844278737,0.03139530403439185,,,41.97732290424619,4.0,0.00635734119475091,9.561729865866865e+23,ring_band,0.08688147673709633,1.536071653474025e-05,astrometric_registration,rejected,False,0.003511983139672297,0.000418848268357979,0.0002670799961363472
2057983233999617792,305.97444912355,37.55039375849,334.2692873378794,13448.95,8.82317,1.11442,H,0.998526,20.585,-0.24989999999999668,15.786,13.905,13.063,11.74,0.025,11.711,0.025,,,nir,42.02902666621125,42.06679696059906,0.429834961428232,0.028999329,0.006039726243713633,0.0034455067488429756,3150.0,3000.0,3000.0,0.6685980215394275,0.585778924331733,0.6068175451934702,19.167953025390943,2.0,0.0002872116651606321,5.180584728660087e+23,companion,2.9089554256638652,2.928936789758918e-05,wise_quality,rejected,False,2.3582890857204566,0.2812557066927443,0.17934364000431416
3834603740250328448,148.69386657394,1.45637448854,241.14980225716215,9115.29,7.768617,0.47435,He,0.97727,19.1255,0.23290000000000077,,,,13.724,0.026,13.558,0.035,,,gaia,41.359014122761984,30.765523337726464,1.161014984453015,0.16600037,0.0009933661818470165,0.0006430908341266651,3150.0,2959.1996065971175,3000.0,7.376156978290033,,,0.2822182772074484,2.0,0.0002898463267503477,5.2760661623173543e+23,companion,2.235461771608155,0.00023872093022458962,unresolved_companion,rejected,False,1.2051648554010135,0.14373110367998795,0.09165061793383163
4775915092401485440,66.81208723717,-55.45221570886,127.56566442576316,6548.17,8.382647,0.836383,H,0.962647,19.7764,0.9857999999999976,,,,14.164,0.026,13.87,0.028,10.8,8.654,gaia,41.041727396167694,38.25216000375878,1.9861431748556855,0.29399967,0.0006578344352647735,0.0004801452352892908,1913.1360938940197,1782.9348627846762,2077.348789271628,3.9650214154913233,,,348.4313801644985,4.0,0.0002655426194873226,6.025378696584282e+22,companion,2.1034223224949544,0.0003439475839590589,wise_quality,rejected,False,2.953018137133065,0.3521846443953318,0.22457171384076033
4056799883289758080,266.84278711426,-30.1634791726,452.2635792139659,16130.82,8.022495,0.628196,H,0.996401,19.8323,-0.07810000000000272,13.014,10.953,9.948,8.708,0.026,8.734,0.026,8.067,6.707,nir,40.73191022080032,40.71443545326267,-0.26449741456002146,-0.026000023,0.09931041453361449,0.053788789341069815,3150.0,3000.0,3000.0,0.5079971168610069,0.44619095364099637,0.4611868547051207,54.64285891787313,4.0,0.0007798280304078613,3.819199232175172e+24,companion,0.41873835520029906,6.309815706928568e-06,wise_quality,rejected,False,0.5855901832412149,0.06983901245064089,0.044533079362146406
5259980167476656640,149.8086109748,-55.93024256175,344.2696319757634,15888.39,7.846426,0.506896,He,0.999438,18.6923,-0.13159999999999883,16.434,14.595,14.045,13.5,0.023,13.578,0.028,,,nir,40.62891985027616,33.22935934367034,-1.04928831942654,-0.07800007,0.0010836865995501297,0.0005545793395877667,3150.0,3000.0,3000.0,0.09295100752179355,0.0813627601035559,0.0849231905270006,44.60750618587372,2.0,0.000832323359289616,4.350696595144216e+24,companion,1.9904717004212777,0.00028725377769656113,ledger,rejected,False,0.2978663912325495,0.035524322642800345,0.022652202888126676
935056333580267392,121.14230020587,51.06352941525,142.7816725445122,9991.24,7.865361,0.524163,H,0.991301,17.7867,0.15380000000000038,,,,13.946,0.026,13.709,0.035,,,gaia,40.16970941813777,30.124286500814957,1.8032670897145533,0.23700047,0.0007901392752041997,0.0005488828238773896,2652.151369011397,2312.748276046063,2959.1996065971175,1.0935471136941584,,,2.111673666149727e-05,2.0,0.00046195728923955427,6.734871193061825e+23,companion,0.08430975844773601,0.00029098459355580975,wise_quality,rejected,False,0.33097752727139834,0.03947324307939771,0.025170245183213254
2028521338911502592,298.4429108727,28.39465451489,239.53817040745446,10014.62,8.165549,0.701893,H,0.991352,19.4245,0.2383000000000024,15.057,13.448,12.834,12.083,0.024,12.162,0.024,11.935,,nir,40.114631723870204,39.58688753800574,-1.473282392005259,-0.07899952,0.00408653076568783,0.0020866200489332585,3150.0,3000.0,3000.0,0.4069021129890917,0.3563417727442351,0.3690780290936561,51.926682249621535,3.0,0.00026947332023182673,4.560434033591312e+23,companion,2.369806156135605,5.482348201979459e-05,wise_quality,rejected,False,1.375707640445547,0.16407048099360322,0.1046200897562465
2212539075255125888,340.98655918331,65.86227301374,280.55212658511954,16037.8,7.903315,0.561018,H,0.972489,18.5354,0.11809999999999832,13.439,12.772,12.6,11.691,0.018,11.772,0.021,11.511,9.022,nir,39.975270670308625,34.11776428341786,-1.1607523386689587,-0.08100033,0.004921824738752136,0.0024777648622844044,3150.0,3000.0,3000.0,0.03762558720866711,0.032987467185232246,0.03417740359228597,58.11127885342512,4.0,0.0008356152408561045,4.385179106877965e+24,companion,2.5516367419775787,0.00036577643675139715,wise_quality,rejected,False,0.1962558743346106,0.02340598740112488,0.014924905978880689
3831183705037343744,155.33715452934,-0.22312280709,130.4699527698771,8640.77,8.434674,0.874594,H,0.993267,18.9478,0.2828000000000017,,,,13.44,0.027,13.363,0.036,12.379,,gaia,39.82813655847276,29.888312636990694,0.3895369013529154,0.076999664,0.0012903494271207065,0.0007690469616891765,3150.0,3000.0,3000.0,8.257474092846339,,,7.644842951122882,3.0,0.00016426952654178842,1.694683660059419e+23,companion,2.0197420643142308,0.0001908974857297574,wise_quality,rejected,False,1.0982854735370107,0.13098438986145697,0.08352263332797255
2064423417198972288,309.23562310655,39.49299097748,316.2755392497944,23650.81,8.599025,0.976453,He,0.999137,18.9656,-0.2347999999999999,14.428,12.652,11.908,11.274,0.026,11.239,0.029,8.926,6.282,nir,39.57984069571694,35.607106014171315,0.8216420603901446,0.034999847,0.009101077716307448,0.005230087881554896,3150.0,3000.0,3000.0,0.08248778579283703,0.07237461639270817,0.0752104536447099,126.14962340001875,4.0,0.001076195268932981,7.27372350477168e+24,companion,1.8923201976546282,1.7383720577801576e-05,wise_quality,rejected,False,0.15036864723127738,0.01793335702460951,0.011435264955544372
5980690321325398784,259.30447554011,-30.65035701638,53.38572252236862,11296.06,7.696288,0.453834,H,0.984195,15.0465,0.10639999999999894,9.696,8.564,8.162,7.551,0.026,7.692,0.019,7.546,6.673,nir,31.415772236274687,38.68958326925087,-2.322750566788584,-0.1409998,0.23344594767479449,0.10927137389096414,3150.0,3000.0,3000.0,0.10811514690491522,0.09390100118964881,0.09687765330013319,102.05565852707241,4.0,0.00047319959429162166,1.4062526648084895e+24,companion,1.3236040041229191,6.833943856587865e-06,wise_quality,rejected,False,0.022160000324497275,0.002642859431151486,0.0016852281362604831
4662933469419426176,72.34872341901,-66.17011116833,163.03904785196056,9796.71,8.15669,0.695758,H,0.995513,18.5658,0.126100000000001,,,,14.704,0.027,14.393,0.032,12.933,9.038,gaia,38.538613941586284,32.912933237009355,2.4141112944163723,0.31100082,0.0003918577994013629,0.00029215756553415003,2153.3375234015575,1962.2956274333794,2376.9626315399387,0.7165984972646181,,,11.208828243755306,4.0,0.0005550439434313779,4.225086314052358e+23,companion,2.497952996634842,0.0006399150529546871,unresolved_companion,rejected,False,0.6879082950959672,0.08204173731224712,0.05231418759417381
2251335682339696512,300.72348086003,70.31075156759,411.9294776734223,19801.02,8.39215,0.863682,H,0.989,20.0256,0.038000000000000256,,,,15.27,0.028,15.068,0.042,,,gaia,38.48292932426093,25.69379454832715,1.7591144968020402,0.20200062,0.00023961505590322003,0.00016038805967722773,3011.016949152542,2580.502707575381,3000.0,0.9430272789388616,,,5.641398274747189e-06,2.0,0.0009852753883569342,5.089797285530898e+24,companion,2.550472241852078,0.0013537035870537784,ledger,rejected,False,0.36452567914034056,0.043474283163612945,0.027721521745541725
2064735266184631680,308.82910812389,40.5690184401,191.13515166574282,13219.96,8.9195,1.16218,H,0.995263,19.546,-0.016099999999998005,15.98,14.017,13.091,12.122,0.027,11.973,0.035,,,nir,38.26991497628822,29.741789146732835,2.0585210594766385,0.14900017,0.00418238428692409,0.0026789198526821064,3150.0,3000.0,3000.0,0.499171204396379,0.4307221131604462,0.45591458987106104,0.5729430618971492,2.0,0.0002536488215956576,4.0405485477418635e+23,companion,2.565673399934377,4.011662402592098e-05,wise_quality,rejected,False,0.9886069810860569,0.11790384681435051,0.07518178140042758
1711402493017908352,209.41517761249,73.05317923458,240.32684450853162,11590.03,8.081851,0.65365,H,0.996425,18.8489,0.048799999999999955,,,,14.839,0.028,14.748,0.044,12.304,,gaia,37.77768617423909,24.1181774778306,0.6612672443770404,0.0909996,0.00035056362552138065,0.0002119360691032945,3150.0,3000.0,3000.0,1.426972128495908,,,17.506710091623972,3.0,0.0003835324556312191,9.238019474231877e+23,companion,2.95352213447254,0.000955694392211992,unresolved_companion,rejected,False,0.6836102504362879,0.08152914129699405,0.05198732903436646
5935323264658790144,246.1284656884,-50.41627818878,358.32019492618605,12002.54,7.417732,0.367961,He,0.944792,18.9136,0.17680000000000007,13.742,11.381,10.271,9.667,0.028,9.704,0.028,9.206,6.919,nir,37.585482679758364,37.53534760206585,-0.6306603402326377,-0.037000656,0.04080982058234687,0.021862062124552727,3150.0,3000.0,3000.0,0.9281875943586922,0.8130638495593966,0.8412748222389753,38.49001381283142,4.0,0.0006629291062022397,2.7599982448550666e+24,companion,2.1648941722633794,2.0303156050949234e-05,unresolved_companion,rejected,False,0.5086471748509597,0.06066258860553127,0.03868170207293032
6417955993895552128,273.57331818368,-73.91741243353,64.31571297183615,10090.79,7.99313,0.596605,H,0.995609,16.1814,0.13599999999999923,15.915,15.489,15.099,13.937,0.027,13.067,0.026,10.76,8.734,nir,30.780778379778123,37.55340955484681,12.56028420018975,0.8699999,0.0006581547640385518,0.0009254996760401788,831.1812739168154,805.7676298577082,862.8688424280673,0.056045368051341936,0.054977280430414915,0.05752580436866233,56.770264484646304,4.0,0.004418188652629028,5.942975348488747e+23,debris_disk,0.9990147128427612,0.0001927475868129802,,surviving,False,0.07610498752520041,0.009076479291216124,0.005787647310881995
5725503293214289280,118.78701094836,-14.76552917189,39.143539358828825,11531.94,7.186499,0.299478,He,0.99338,13.553,0.011099999999999,,,,11.663,0.024,11.483,0.022,11.18,,gaia,32.53366411949433,37.17048604285784,1.4531449052237213,0.1800003,0.005543416975539956,0.003740833019386464,2778.0917387994455,2476.642587555644,3000.0,0.1321496702331039,,,0.5629413017354636,3.0,0.0009262996926955406,3.260031437024602e+24,companion,0.045349725468041675,0.00022075827401757397,unresolved_companion,rejected,False,0.005139031350736357,0.0006128942812903527,0.0003908140838703754
5490213263768076928,107.08364613166,-55.9114716942,215.0537634408602,6064.65,7.33753,0.306462,H,0.940389,19.7437,0.627399999999998,,,,15.191,0.028,14.288,0.031,11.748,9.329,gaia,36.48578058103369,34.15936477294237,6.939950981989682,0.9029999,0.0002467177946347095,0.00032336943070766555,946.8745841342414,911.4498206315378,989.497562456425,1.003527495237378,,,30.949825165985203,4.0,0.0018748082539791011,1.8022538733129486e+23,warm_ambiguous,0.5136465776516551,0.0006569730463931167,,surviving,False,2.8058276963099162,0.3346303285555992,0.21337814576172281
2894037474732275200,98.94320863851,-30.56316427271,222.90580000891623,7656.12,7.806923,0.48558,H,0.968746,19.6085,0.45360000000000156,,,,14.915,0.029,14.787,0.051,,,gaia,36.450173709578785,20.800067275546482,0.6872603263139287,0.12800026,0.0003266322068071709,0.00020434689752239644,3150.0,3000.0,3000.0,4.3943543300261325,,,1.039143421068502,2.0,0.00019795762157300866,2.4610423411763053e+23,companion,2.9916150503397287,0.0010002426974698997,wise_quality,rejected,False,2.207529538472028,0.26327572991263665,0.1678786478060928
5289158526018750848,116.7108103655,-61.71105271731,731.6894709885124,16549.89,6.728741,0.228457,H,0.951299,18.6561,0.002400000000001512,,,,15.145,0.029,15.087,0.049,13.047,,gaia,36.17669158840631,21.502632244321987,0.5307539644378754,0.058000565,0.0002626244473028805,0.0001540366350768605,3150.0,3000.0,3000.0,0.3973707477796195,,,8.537559672234238,3.0,0.00219537050942187,3.026845705579229e+25,companion,1.401372266128267,0.0014237815407641685,unresolved_companion,rejected,False,0.19339542633264117,0.02306484291246861,0.014707374057191138
5917151296701635712,254.43630095836,-56.31888716804,892.8571428571428,34323.26,7.509869,0.453698,H,0.975424,18.9919,-0.1269999999999989,,,,13.462,0.03,13.581,0.035,,,gaia,36.07392052929916,30.91217477122111,-0.7275487766911275,-0.119000435,0.0012721049573830602,0.0006325242368835461,3150.0,3000.0,3000.0,0.41387744323227027,,,45.3200256246314,2.0,0.0054139203336387234,1.8407650198387272e+26,companion,2.9850013112372937,0.0002437156111754213,wise_quality,rejected,False,0.04735310625664127,0.00564745494729689,0.003601118494335336
4970215770740383616,33.45437730375,-33.75673655483,18.750292973327706,4646.39,7.554841,0.366833,H,0.999806,15.9873,0.829699999999999,15.654,15.481,16.671,14.086,0.026,14.053,0.039,,,nir,35.925970831197496,23.92529156353775,-0.9831831857842104,0.032999992,0.0006291484560896598,0.0003564279870068883,3150.0,3000.0,3000.0,2.6978430129239888,2.3586831023672583,2.4680545668815768,10.010959190753056,2.0,8.470925980876222e-05,4.506469177340167e+22,companion,0.6981710765384309,0.0004991253031063625,unresolved_companion,rejected,False,0.08530266158914308,0.01017341788727184,0.006487113867458463
