target_id,name,ra,dec,kind,vtype,period_cat,mag_cat,amp_cat,source,field,gsc_bin_index,ref_number,pm_total_masyr,colour,n_det_cat,pulsator_class,mag_max_cat,band_cat
587,VZ CMa,111.61799621582031,-25.926799774169922,pulsator,DCEPS,3.1264,10.075,0.4499999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.15,V
588,SZ Cyg,308.22601318359375,46.60129928588867,pulsator,DCEP,15.10965,10.079999999999998,0.9199999999999999,vsx,allsky_pulsators,,,,,,cepheid,8.92,V
589,RU Sct,280.4849853515625,-4.11067008972168,pulsator,DCEP,19.7035,10.1,1.120000000000001,vsx,allsky_pulsators,,,,,,cepheid,8.84,V
590,UY Mon,104.70999908447266,9.622719764709473,pulsator,DCEPS,2.39813,10.12,0.3999999999999986,vsx,allsky_pulsators,,,,,,cepheid,9.22,V
591,UW Car,156.71200561523438,-59.66960144042969,pulsator,DCEP,5.345773,10.12,0.879999999999999,vsx,allsky_pulsators,,,,,,cepheid,8.98,V
592,SY Nor,238.67799377441406,-54.56639862060547,pulsator,DCEP,12.6452,10.16,0.9599999999999991,vsx,allsky_pulsators,,,,,,cepheid,8.98,V
593,V0351 Cep,338.4219970703125,57.31829833984375,pulsator,DCEPS,2.80591,10.174999999999999,0.4499999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.25,V
594,DR Vel,142.92100524902344,-49.654998779296875,pulsator,DCEP,11.1992,10.194999999999999,0.75,vsx,allsky_pulsators,,,,,,cepheid,9.12,V
595,BK Aur,77.6676025390625,49.687599182128906,pulsator,DCEP,8.002431,10.209999999999999,0.7800000000000011,vsx,allsky_pulsators,,,,,,cepheid,9.12,V
596,AL Vir,212.78799438476562,-13.310700416564941,pulsator,CWA,10.3045,10.209999999999999,0.8200000000000003,vsx,allsky_pulsators,,,,,,cepheid,9.1,V
597,MW Cyg,303.0950012207031,32.87160110473633,pulsator,DCEP,5.954586,10.219999999999999,0.7599999999999998,vsx,allsky_pulsators,,,,,,cepheid,9.14,V
598,Y Aur,82.16349792480469,42.437801361083984,pulsator,DCEP,3.859485,10.27,0.8200000000000003,vsx,allsky_pulsators,,,,,,cepheid,9.16,V
599,BQ Ser,279.0660095214844,4.398250102996826,pulsator,DCEP(B),4.2709,10.27,0.7199999999999989,vsx,allsky_pulsators,,,,,,cepheid,9.21,V
600,VY Cyg,316.0690002441406,39.9723014831543,pulsator,DCEP,7.856982,10.305,0.8300000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.19,V
601,TW CMa,110.51000213623047,-14.31820011138916,pulsator,DCEP,6.99549,10.305,0.6500000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.28,V
602,Z Sct,280.739013671875,-5.820889949798584,pulsator,DCEP,12.901325,10.305,1.1099999999999994,vsx,allsky_pulsators,,,,,,cepheid,9.05,V
603,VZ Pup,114.64700317382812,-28.49959945678711,pulsator,DCEP,23.175,10.305,1.2899999999999991,vsx,allsky_pulsators,,,,,,cepheid,8.96,V
604,V0386 Cyg,318.6679992675781,41.716400146484375,pulsator,DCEP,5.257606,10.309999999999999,0.7200000000000006,vsx,allsky_pulsators,,,,,,cepheid,9.25,V
605,Y Sct,279.5140075683594,-8.368940353393555,pulsator,DCEP,10.341504,10.32,0.7999999999999989,vsx,allsky_pulsators,,,,,,cepheid,9.22,V
606,CR Cep,341.6029968261719,59.44219970703125,pulsator,DCEP,6.232964,10.329999999999998,0.40000000000000036,vsx,allsky_pulsators,,,,,,cepheid,9.43,V
607,VW Cru,188.3280029296875,-63.50640106201172,pulsator,DCEP,5.26522,10.329999999999998,0.6199999999999992,vsx,allsky_pulsators,,,,,,cepheid,9.32,V
608,AS Per,64.94529724121094,48.95330047607422,pulsator,DCEP,4.972516,10.355,0.9700000000000006,vsx,allsky_pulsators,,,,,,cepheid,9.17,V
609,IQ Nor,228.20599365234375,-54.75529861450195,pulsator,DCEP,8.2198583,10.355,0.6699999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.32,V
610,SW Cas,346.7919921875,58.55419921875,pulsator,DCEP,5.44095,10.364999999999998,0.6899999999999995,vsx,allsky_pulsators,,,,,,cepheid,9.32,V
611,RZ CMa,110.38700103759766,-16.68720054626465,pulsator,DCEP,4.254832,10.364999999999998,0.6100000000000012,vsx,allsky_pulsators,,,,,,cepheid,9.36,V
612,FR Car,168.58799743652344,-60.05289840698242,pulsator,DCEP,10.71697,10.364999999999998,0.75,vsx,allsky_pulsators,,,,,,cepheid,9.29,V
613,UU Mus,178.07400512695312,-65.4041976928711,pulsator,DCEP,11.63613,10.379999999999999,1.0999999999999996,vsx,allsky_pulsators,,,,,,cepheid,9.13,V
614,SW Tau,66.13739776611328,4.1233601570129395,pulsator,CWB,1.583535,10.424999999999999,0.7899999999999991,vsx,allsky_pulsators,,,,,,cepheid,9.33,V
615,WW Car,162.8990020751953,-59.3849983215332,pulsator,DCEP,4.67681,10.43,0.7599999999999998,vsx,allsky_pulsators,,,,,,cepheid,9.35,V
616,AA Gem,91.64559936523438,26.329200744628906,pulsator,DCEP,11.30235,10.434999999999999,0.75,vsx,allsky_pulsators,,,,,,cepheid,9.36,V
617,ST Vel,131.23300170898438,-50.560001373291016,pulsator,DCEP,5.8584249,10.434999999999999,0.6899999999999995,vsx,allsky_pulsators,,,,,,cepheid,9.39,V
618,CY Car,164.46099853515625,-60.74209976196289,pulsator,DCEP,4.26593,10.445,0.6100000000000012,vsx,allsky_pulsators,,,,,,cepheid,9.44,V
619,KQ Sco,252.91099548339844,-45.426700592041016,pulsator,DCEP,28.705,10.495,0.9299999999999997,vsx,allsky_pulsators,,,,,,cepheid,9.33,V
620,RT TrA,248.62899780273438,-63.13359832763672,pulsator,CWB,1.9461124,10.504999999999999,0.75,vsx,allsky_pulsators,,,,,,cepheid,9.43,V
621,BN Pup,121.58999633789062,-30.096900939941406,pulsator,DCEP,13.6727,10.509999999999998,1.2799999999999994,vsx,allsky_pulsators,,,,,,cepheid,9.17,V
622,SS CMa,111.52999877929688,-25.257299423217773,pulsator,DCEP,12.361,10.509999999999998,1.0999999999999996,vsx,allsky_pulsators,,,,,,cepheid,9.26,V
623,AD Pup,117.01599884033203,-25.577800750732422,pulsator,DCEP,13.5963,10.514999999999999,1.0899999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.27,V
624,SY Cas,3.790869951248169,58.42430114746094,pulsator,DCEP,4.071098,10.52,0.8399999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.4,V
625,SZ Cas,36.80739974975586,59.460601806640625,pulsator,DCEPS,13.639,10.52,0.41999999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.61,V
626,V0458 Sct,275.6130065917969,-10.124799728393555,pulsator,DCEP(B),3.3849,10.535,0.4900000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.59,V
627,AD Gem,100.78099822998047,20.93910026550293,pulsator,DCEP,3.78798,10.54,0.7800000000000011,vsx,allsky_pulsators,,,,,,cepheid,9.45,V
628,DD Cas,359.39599609375,62.718299865722656,pulsator,DCEP,9.812027,10.57,0.6199999999999992,vsx,allsky_pulsators,,,,,,cepheid,9.56,V
629,V0402 Cyg,302.2820129394531,37.152000427246094,pulsator,DCEP,4.364836,10.575,0.6900000000000013,vsx,allsky_pulsators,,,,,,cepheid,9.53,V
630,KN Cen,204.1540069580078,-64.55829620361328,pulsator,DCEP,34.02,10.575,1.0300000000000011,vsx,allsky_pulsators,,,,,,cepheid,9.36,V
631,RY Cas,358.02899169921875,58.74169921875,pulsator,DCEP,12.13726,10.585,1.0099999999999998,vsx,allsky_pulsators,,,,,,cepheid,9.38,V
632,V0336 Aql,285.3320007324219,0.14702999591827393,pulsator,DCEP,7.303552,10.59,0.7799999999999994,vsx,allsky_pulsators,,,,,,cepheid,9.5,V
633,GH Cyg,299.7950134277344,29.4507999420166,pulsator,DCEP,7.81793,10.614999999999998,0.8300000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.5,V
634,V0496 Cen,195.7949981689453,-60.877498626708984,pulsator,DCEP,4.42419,10.629999999999999,0.620000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.62,V
635,XY Cas,12.47189998626709,60.12739944458008,pulsator,DCEP,4.501697,10.634999999999998,0.6500000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.61,V
636,RS Cas,354.3169860839844,62.42900085449219,pulsator,DCEP,6.295983,10.645,0.8300000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.53,V
637,V0733 Aql,299.38800048828125,11.043700218200684,pulsator,DCEP,6.1787678,10.645,0.4299999999999997,vsx,allsky_pulsators,,,,,,cepheid,9.73,V
638,X Sct,277.8320007324219,-13.108200073242188,pulsator,DCEP,4.19807,10.66,0.9199999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.5,V
639,RZ Gem,90.65249633789062,22.234100341796875,pulsator,DCEP,5.529286,10.675,0.9700000000000006,vsx,allsky_pulsators,,,,,,cepheid,9.49,V
640,ST Pup,102.23500061035156,-37.275901794433594,pulsator,CWA,18.81,10.68,1.4000000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.28,V
641,V0420 Cen,174.9600067138672,-47.96419906616211,pulsator,CWA,24.55,10.684999999999999,1.2300000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.37,V
642,AP Vel,129.9409942626953,-43.86090087890625,pulsator,DCEP(B),3.12776,10.684999999999999,0.9900000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.49,V
643,BK Cen,177.31700134277344,-63.0786018371582,pulsator,DCEP(B),3.173887,10.69,0.7800000000000011,vsx,allsky_pulsators,,,,,,cepheid,9.6,V
644,RS Nor,241.29200744628906,-53.91939926147461,pulsator,DCEP,6.19819,10.704999999999998,0.7700000000000014,vsx,allsky_pulsators,,,,,,cepheid,9.62,V
645,VX Cyg,314.3370056152344,40.1775016784668,pulsator,DCEP,20.133407,10.745,1.0100000000000016,vsx,allsky_pulsators,,,,,,cepheid,9.54,V
646,V1210 Cen,219.23199462890625,-58.26139831542969,pulsator,DCEP(B),4.317,10.75,0.5999999999999996,vsx,allsky_pulsators,,,,,,cepheid,9.75,V
647,BB Cen,178.38999938964844,-62.85219955444336,pulsator,DCEPS,3.99782,10.77,0.41999999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.86,V
648,V0600 Aql,290.260009765625,8.516329765319824,pulsator,DCEP,7.238902,10.78,0.6999999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.73,V
649,W Vir,201.50799560546875,-3.3787200450897217,pulsator,CWA,17.2736,10.805,1.2899999999999991,vsx,allsky_pulsators,,,,,,cepheid,9.46,V
650,AC Mon,105.2490005493164,-8.708999633789062,pulsator,DCEP,8.01425,10.809999999999999,0.7200000000000006,vsx,allsky_pulsators,,,,,,cepheid,9.75,V
651,EV Sct,279.1650085449219,-8.184829711914062,pulsator,DCEPS,3.09099,10.809999999999999,0.41999999999999993,vsx,allsky_pulsators,,,,,,cepheid,9.9,V
652,BB Her,281.4750061035156,12.336099624633789,pulsator,DCEP,7.507945,10.809999999999999,0.7000000000000011,vsx,allsky_pulsators,,,,,,cepheid,9.76,V
653,MS Mus,177.33299255371094,-66.01069641113281,pulsator,DCEPS(B),1.39136,10.82,0.4599999999999991,vsx,allsky_pulsators,,,,,,cepheid,9.89,V
654,BL Her,270.2879943847656,19.249099731445312,pulsator,CWB,1.307445,10.86,0.9199999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.7,V
655,V0340 Ara,251.3300018310547,-51.34260177612305,pulsator,DCEP,20.814,10.879999999999999,1.120000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.62,V
656,KL Aql,300.2909851074219,15.803500175476074,pulsator,DCEP,6.108015,10.89,0.7400000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.82,V
657,VW Cen,203.49600219726562,-64.05560302734375,pulsator,DCEP,15.03618,10.895,1.0500000000000007,vsx,allsky_pulsators,,,,,,cepheid,9.67,V
658,GY Sge,293.8070068359375,19.20240020751953,pulsator,DCEP,51.79,10.905,0.629999999999999,vsx,allsky_pulsators,,,,,,cepheid,9.89,V
659,GZ Car,155.0850067138672,-59.3765983581543,pulsator,DCEP(B),4.158903,10.925,0.4900000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.98,V
660,V1496 Aql,283.74798583984375,-0.07677999883890152,pulsator,DCEP,65.77,10.934999999999999,0.47000000000000064,vsx,allsky_pulsators,,,,,,cepheid,10.0,V
661,ASAS J074412-1704.9,116.05000305175781,-17.08099937438965,pulsator,DCEPS,4.7013,10.95,0.33999999999999986,vsx,allsky_pulsators,,,,,,cepheid,10.08,V
662,BZ Cyg,311.4989929199219,45.30699920654297,pulsator,DCEP,10.141932,10.965,0.5299999999999994,vsx,allsky_pulsators,,,,,,cepheid,10.0,V
663,V5860 Sgr,268.24200439453125,-27.600099563598633,pulsator,DCEP(B),4.82201,10.965,0.47000000000000064,vsx,allsky_pulsators,,,,,,cepheid,10.03,V
664,FN Vel,147.17300415039062,-55.51959991455078,pulsator,DCEP,5.32419,10.98,0.5999999999999996,vsx,allsky_pulsators,,,,,,cepheid,9.98,V
665,EY Car,160.5959930419922,-61.16590118408203,pulsator,DCEP(B),2.87598,10.985,0.5500000000000007,vsx,allsky_pulsators,,,,,,cepheid,10.01,V
666,CV Mon,99.27020263671875,3.0639400482177734,pulsator,DCEP,5.37867,10.989999999999998,0.7400000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.92,V
667,HK Car,165.93800354003906,-60.64229965209961,pulsator,DCEPS,6.6964,10.989999999999998,0.4399999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.07,V
668,AE Vel,144.21400451660156,-53.032798767089844,pulsator,DCEP,7.13357,11.004999999999999,0.8499999999999996,vsx,allsky_pulsators,,,,,,cepheid,9.88,V
669,WZ Pup,120.09500122070312,-23.70319938659668,pulsator,DCEP,5.027286,11.004999999999999,0.9100000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.85,V
670,BY Cas,26.799699783325195,61.42250061035156,pulsator,DCEPS,3.2215,11.02,0.5199999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.06,V
671,BM Per,67.41410064697266,48.422000885009766,pulsator,DCEP,22.9519,11.035,1.3699999999999992,vsx,allsky_pulsators,,,,,,cepheid,9.65,V
672,V0520 Vel,129.0469970703125,-39.061798095703125,pulsator,DCEP,12.9594,11.05,0.9000000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.9,V
673,GU Nor,243.72799682617188,-53.338401794433594,pulsator,DCEP,3.452955,11.065,0.5700000000000003,vsx,allsky_pulsators,,,,,,cepheid,10.08,V
674,ASASSN-V J230833.59+643859.6,347.1400146484375,64.64990234375,pulsator,DCEP,8.5567,11.07,0.3199999999999985,vsx,allsky_pulsators,,,,,,cepheid,10.21,V
675,V1803 Aql,290.02899169921875,12.795299530029297,pulsator,DCEP,8.6283499,11.075,0.4499999999999993,vsx,allsky_pulsators,,,,,,cepheid,10.15,V
676,LS Pup,119.74700164794922,-29.307899475097656,pulsator,DCEP,14.1468,11.114999999999998,1.0299999999999994,vsx,allsky_pulsators,,,,,,cepheid,9.9,V
677,YZ Aur,78.84159851074219,40.077999114990234,pulsator,DCEP,18.1929,11.134999999999998,0.9900000000000002,vsx,allsky_pulsators,,,,,,cepheid,9.94,V
678,GS Lup,223.81399536132812,-54.0547981262207,pulsator,DCEP,48.976,11.14,1.040000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.92,V
679,V0538 Cyg,324.36700439453125,51.76250076293945,pulsator,DCEP,6.118961,11.165,0.5300000000000011,vsx,allsky_pulsators,,,,,,cepheid,10.2,V
680,V0465 Mon,107.03900146484375,-0.06571999937295914,pulsator,DCEPS,2.7139,11.169999999999998,0.5999999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.17,V
681,TX Cen,218.7989959716797,-60.99800109863281,pulsator,DCEP,17.0978,11.175,1.1500000000000004,vsx,allsky_pulsators,,,,,,cepheid,9.9,V
682,V0508 Mon,101.78900146484375,3.9671099185943604,pulsator,DCEP,4.1336396,11.18,0.5199999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.22,V
683,AN Aur,74.92310333251953,40.83610153198242,pulsator,DCEP,10.2906,11.184999999999999,0.6899999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.14,V
684,V0363 Cas,3.8097100257873535,60.34049987792969,pulsator,DCEPS(B),0.546556,11.209999999999999,0.4400000000000013,vsx,allsky_pulsators,,,,,,cepheid,10.29,V
685,AY Sgr,275.8299865722656,-18.574800491333008,pulsator,DCEP,6.56959,11.209999999999999,0.8200000000000003,vsx,allsky_pulsators,,,,,,cepheid,10.1,V
686,CP Cep,329.4700012207031,56.16389846801758,pulsator,DCEP,17.859,11.21,0.9000000000000004,vsx,allsky_pulsators,,,,,,cepheid,10.06,V
687,BE Mon,100.02300262451172,7.605830192565918,pulsator,DCEP,2.70554,11.225,0.5899999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.23,V
688,WW Pup,115.47899627685547,-21.133100509643555,pulsator,DCEP,5.516724,11.229999999999999,1.0,vsx,allsky_pulsators,,,,,,cepheid,10.03,V
689,V5567 Sgr,275.27301025390625,-18.45549964904785,pulsator,DCEP,9.7628179,11.239999999999998,0.5600000000000005,vsx,allsky_pulsators,,,,,,cepheid,10.26,V
690,TV CMa,107.31400299072266,-13.786100387573242,pulsator,DCEP,4.67001,11.26,0.8000000000000007,vsx,allsky_pulsators,,,,,,cepheid,10.16,V
691,WY Pup,119.52100372314453,-24.04170036315918,pulsator,DCEP,5.2508,11.27,0.7800000000000011,vsx,allsky_pulsators,,,,,,cepheid,10.18,V
692,CK Sct,280.25299072265625,-6.097219944000244,pulsator,DCEP,7.41522,11.29,0.5800000000000001,vsx,allsky_pulsators,,,,,,cepheid,10.3,V
693,SU Cru,184.57000732421875,-63.28010177612305,pulsator,DCEP,12.84877,11.299999999999999,1.1999999999999993,vsx,allsky_pulsators,,,,,,cepheid,10.0,V
694,CN Car,153.88699340820312,-58.174400329589844,pulsator,DCEP,4.93261,11.32,0.7599999999999998,vsx,allsky_pulsators,,,,,,cepheid,10.24,V
695,V0459 Cyg,317.72698974609375,49.1421012878418,pulsator,DCEP,7.25125,11.329999999999998,0.7200000000000006,vsx,allsky_pulsators,,,,,,cepheid,10.27,V
696,V0495 Cyg,303.9930114746094,35.01470184326172,pulsator,DCEPS,6.71815,11.334999999999999,0.46999999999999886,vsx,allsky_pulsators,,,,,,cepheid,10.4,V
697,V0395 Cas,32.621498107910156,63.29750061035156,pulsator,DCEP,4.037728,11.37,0.5599999999999987,vsx,allsky_pulsators,,,,,,cepheid,10.39,V
698,EK Pup,115.45700073242188,-25.041799545288086,pulsator,DCEPS,2.62594,11.370000000000001,0.41999999999999993,vsx,allsky_pulsators,,,,,,cepheid,10.46,V
699,ASAS J182714-1507.1,276.8059997558594,-15.118000030517578,pulsator,DCEP,5.5456903,11.375,0.6500000000000004,vsx,allsky_pulsators,,,,,,cepheid,10.35,V
700,TW Cap,303.6180114746094,-13.83549976348877,pulsator,CWA,28.585,11.375,1.450000000000001,vsx,allsky_pulsators,,,,,,cepheid,9.95,V
701,BR Vul,296.6470031738281,22.889799118041992,pulsator,DCEP,5.19717,11.379999999999999,0.8000000000000007,vsx,allsky_pulsators,,,,,,cepheid,10.28,V
702,DK Vel,139.32000732421875,-53.08489990234375,pulsator,DCEPS,2.48196,11.395,0.33000000000000007,vsx,allsky_pulsators,,,,,,cepheid,10.53,V
703,VW Cas,16.450899124145508,61.75490188598633,pulsator,DCEP,5.993859,11.415,0.7100000000000009,vsx,allsky_pulsators,,,,,,cepheid,10.36,V
704,HL Pup,122.79499816894531,-33.515899658203125,pulsator,DCEP,3.48247,11.415,0.5500000000000007,vsx,allsky_pulsators,,,,,,cepheid,10.44,V
705,DX Gem,98.47750091552734,14.471400260925293,pulsator,DCEPS,3.137486,11.424999999999999,0.39000000000000057,vsx,allsky_pulsators,,,,,,cepheid,10.53,V
706,VV Cas,27.779300689697266,59.88819885253906,pulsator,DCEP,6.207059,11.43,0.9399999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.26,V
707,V0371 Gem,92.58070373535156,24.02090072631836,pulsator,DCEPS,2.13745,11.434999999999999,0.39000000000000057,vsx,allsky_pulsators,,,,,,cepheid,10.54,V
708,XX Vel,159.03599548339844,-56.04330062866211,pulsator,DCEP,6.98457,11.434999999999999,0.9700000000000006,vsx,allsky_pulsators,,,,,,cepheid,10.25,V
709,NSVS 8057233,267.135009765625,34.465599060058594,pulsator,CWA,12.10759,11.44,0.5599999999999987,vsx,allsky_pulsators,,,,,,cepheid,10.46,V
710,V1711 Sgr,300.2829895019531,-30.510799407958984,pulsator,CWA,28.46,11.445,0.6300000000000008,vsx,allsky_pulsators,,,,,,cepheid,10.43,V
711,AP Her,282.6159973144531,15.940199851989746,pulsator,CWA,10.411,11.454999999999998,0.7700000000000014,vsx,allsky_pulsators,,,,,,cepheid,10.37,V
712,CD Cas,356.260986328125,63.00389862060547,pulsator,DCEP,7.80089,11.459999999999999,0.7800000000000011,vsx,allsky_pulsators,,,,,,cepheid,10.37,V
713,V0916 Aql,287.50201416015625,12.536600112915039,pulsator,DCEP,13.44155,11.459999999999999,0.9800000000000004,vsx,allsky_pulsators,,,,,,cepheid,10.27,V
714,V0914 Mon,101.47200012207031,10.06149959564209,pulsator,DCEPS,2.6807,11.469999999999999,0.40000000000000036,vsx,allsky_pulsators,,,,,,cepheid,10.57,V
715,TY Sct,280.5329895019531,-4.293499946594238,pulsator,DCEP,11.05302,11.48,0.9399999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.31,V
716,TZ Mon,104.50399780273438,-0.3759700059890747,pulsator,DCEP,7.42818,11.504999999999999,0.75,vsx,allsky_pulsators,,,,,,cepheid,10.43,V
717,FO Car,165.3780059814453,-62.29079818725586,pulsator,DCEP,10.3568,11.509999999999998,0.5999999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.51,V
718,V0520 Cyg,313.739990234375,47.53379821777344,pulsator,DCEP,4.049068,11.52,0.5800000000000001,vsx,allsky_pulsators,,,,,,cepheid,10.53,V
719,DF Cas,41.18050003051758,61.464698791503906,pulsator,DCEP,3.832472,11.53,0.6000000000000014,vsx,allsky_pulsators,,,,,,cepheid,10.53,V
720,AO Aur,86.93769836425781,32.01459884643555,pulsator,DCEP,6.763006,11.54,0.9199999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.38,V
721,V0371 Per,43.87990188598633,42.58879852294922,pulsator,DCEP(B),1.737082,11.549999999999999,0.6999999999999993,vsx,allsky_pulsators,,,,,,cepheid,10.5,V
722,V5738 Sgr,270.92401123046875,-22.183000564575195,pulsator,DCEP,42.6193703,11.549999999999999,0.6999999999999993,vsx,allsky_pulsators,,,,,,cepheid,10.5,V
723,BM Pup,117.51300048828125,-28.255199432373047,pulsator,DCEP,7.19853,11.549999999999999,0.8399999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.43,V
724,V0383 Cyg,307.24200439453125,34.135101318359375,pulsator,DCEP,4.612211,11.575,0.5899999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.58,V
725,CE Cas A,359.53900146484375,61.21369934082031,pulsator,DCEP,5.1410583,11.59,0.5199999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.63,V
726,V0719 Pup,115.9280014038086,-20.83769989013672,pulsator,DCEPS(B),0.736273,11.594999999999999,0.3699999999999992,vsx,allsky_pulsators,,,,,,cepheid,10.71,V
727,CR Ser,272.5090026855469,-13.545999526977539,pulsator,DCEP,5.30141,11.61,0.8200000000000003,vsx,allsky_pulsators,,,,,,cepheid,10.5,V
728,ASAS J052610+1151.3,81.54010009765625,11.853699684143066,pulsator,DCEP,4.2319963,11.62,0.6000000000000014,vsx,allsky_pulsators,,,,,,cepheid,10.62,V
729,V0470 Sco,259.3559875488281,-37.31890106201172,pulsator,DCEP,16.2615,11.625,0.8899999999999988,vsx,allsky_pulsators,,,,,,cepheid,10.48,V
730,BP Cas,18.754600524902344,65.59940338134766,pulsator,DCEP,6.272724,11.64,0.7799999999999994,vsx,allsky_pulsators,,,,,,cepheid,10.55,V
731,LO Cam,61.53739929199219,58.80870056152344,pulsator,DCEP,12.639,11.665,0.8300000000000001,vsx,allsky_pulsators,,,,,,cepheid,10.55,V
732,CO Pup,126.55000305175781,-30.285600662231445,pulsator,CWA,16.042,11.669999999999998,1.0600000000000005,vsx,allsky_pulsators,,,,,,cepheid,10.44,V
733,V0493 Aql,284.35101318359375,-0.7302200198173523,pulsator,DCEP,2.987715,11.684999999999999,0.6699999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.65,V
734,CS Mon,98.04560089111328,6.653059959411621,pulsator,DCEP,6.7319,11.705,0.5899999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.71,V
735,CH Cas,350.6180114746094,62.757198333740234,pulsator,DCEP,15.092148,11.715,1.0899999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.47,V
736,TX Mon,102.71800231933594,-1.4292500019073486,pulsator,DCEP,8.701731,11.715,0.6899999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.67,V
737,V0397 Nor,243.9810028076172,-51.12070083618164,pulsator,DCEP,6.8127425,11.715,0.5700000000000003,vsx,allsky_pulsators,,,,,,cepheid,10.73,V
738,OP Pup,114.83999633789062,-17.347000122070312,pulsator,DCEPS,2.5988,11.719999999999999,0.4399999999999995,vsx,allsky_pulsators,,,,,,cepheid,10.8,V
739,BD Cas,2.46412992477417,61.513999938964844,pulsator,DCEPS,3.6509,11.725,0.370000000000001,vsx,allsky_pulsators,,,,,,cepheid,10.84,V
740,V0609 Cyg,321.7330017089844,54.49150085449219,pulsator,DCEP,31.088,11.739999999999998,1.1599999999999984,vsx,allsky_pulsators,,,,,,cepheid,10.46,V
741,LL Pup,118.4530029296875,-30.46030044555664,pulsator,DCEP,5.07751,11.739999999999998,0.7799999999999994,vsx,allsky_pulsators,,,,,,cepheid,10.65,V
742,AD Cru,183.24899291992188,-62.0968017578125,pulsator,DCEP,6.39789,11.745,0.8099999999999987,vsx,allsky_pulsators,,,,,,cepheid,10.64,V
743,V0701 Car,152.3070068359375,-57.24259948730469,pulsator,DCEP(B),4.089,11.75,0.7000000000000011,vsx,allsky_pulsators,,,,,,cepheid,10.7,V
744,EK Mon,103.19200134277344,-2.4582300186157227,pulsator,DCEP,3.957941,11.794999999999998,0.6500000000000004,vsx,allsky_pulsators,,,,,,cepheid,10.77,V
745,V0724 Pup,118.43800354003906,-36.970401763916016,pulsator,DCEP,5.56408,11.799999999999999,1.0,vsx,allsky_pulsators,,,,,,cepheid,10.6,V
746,IO Car,164.10899353027344,-60.73270034790039,pulsator,DCEPS,13.596,11.805,0.34999999999999964,vsx,allsky_pulsators,,,,,,cepheid,10.93,V
747,DW Cas,354.7019958496094,59.39179992675781,pulsator,DCEP,4.99776,11.809999999999999,0.5999999999999996,vsx,allsky_pulsators,,,,,,cepheid,10.81,V
748,SX Per,64.27529907226562,41.7318000793457,pulsator,DCEP,4.289967,11.819999999999999,0.8399999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.7,V
749,RW CMa,108.29900360107422,-18.73069953918457,pulsator,DCEP,5.729685,11.825,0.629999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.81,V
750,ASAS J190929+1232.8,287.3710021972656,12.546500205993652,pulsator,DCEPS,4.0164,11.829999999999998,0.3199999999999985,vsx,allsky_pulsators,,,,,,cepheid,10.97,V
751,CF Cas,359.57501220703125,61.221099853515625,pulsator,DCEP,4.87522,11.835,0.6699999999999999,vsx,allsky_pulsators,,,,,,cepheid,10.8,V
